"","season","team","round","pick","playerid","full_name","name","side","category","position","aval","gms","Games","AverageValue","AVPer16"
"2732",2015,"KC",5,172,"AlexD.00","D.J. Alexander","D.Alexander","D","LB","OLB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",61,7,1.83606557377049
"2733",2002,"NYJ",3,88,"BakeCh00","Chris Baker","C.Baker","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",131,15,1.83206106870229
"2734",2002,"SEA",2,60,"PaleAn20","Anton Palepoi","A.Palepoi","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",35,4,1.82857142857143
"2735",2009,"SEA",3,91,"ButlDe00","Deon Butler","D.Butler","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",35,4,1.82857142857143
"2736",2011,"BAL",4,123,"DossTa00","Tandon Doss","T.Doss","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",35,4,1.82857142857143
"2737",2014,"CLE",1,8,"GilbJu00","Justin Gilbert","J.Gilbert","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",35,4,1.82857142857143
"2738",2001,"JAX",3,73,"WestEr20","Eric Westmoreland","E.Westmoreland","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",44,5,1.81818181818182
"2739",2007,"OAK",3,65,"MoseQu99","Quentin Moses","Q.Moses","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",44,5,1.81818181818182
"2740",2007,"BAL",4,134,"BarnAn99","Antwan Barnes","A.Barnes","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",88,10,1.81818181818182
"2741",2002,"CHI",6,199,"PeteAd00","Adrian Peterson","A.Peterson","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",106,12,1.81132075471698
"2742",2003,"SD",6,188,"MillHa99","Hanik Milligan","H.Milligan","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",53,6,1.81132075471698
"2743",2008,"MIA",2,32,"MerlPh99","Phillip Merling","P.Merling","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",53,6,1.81132075471698
"2744",2014,"CIN",3,88,"ClarWi00","Will Clarke","W.Clarke","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",53,6,1.81132075471698
"2745",2014,"CIN",6,212,"FlowMa00","Marquis Flowers","M.Flowers","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",53,6,1.81132075471698
"2746",2015,"CLE",4,115,"CampIb00","Ibraheim Campbell","I.Campbell","D","DB","SS","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",53,6,1.81132075471698
"2747",2016,"MIN",1,23,"TreaLa00","Laquon Treadwell","L.Treadwell","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",53,6,1.81132075471698
"2748",2009,"OAK",6,202,"MyerBr00","Brandon Myers","B.Myers","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",115,13,1.80869565217391
"2749",2013,"TEN",7,248,"StafDa00","Daimion Stafford","D.Stafford","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",62,7,1.80645161290323
"2750",2014,"SEA",4,132,"PierKe00","Kevin Pierre-Louis","K.Pierre-Louis","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",71,8,1.80281690140845
"2751",2000,"DEN",4,101,"JohnJe21","Jerry Johnson","J.Johnson","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2752",2000,"CLE",5,130,"MalbAn20","Anthony Malbrough","A.Malbrough","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2753",2000,"NYJ",5,143,"HayeWi00","Windrell Hayes","W.Hayes","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2754",2001,"SEA",7,210,"BlacHa20","Harold Blackmon","H.Blackmon","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2755",2002,"IND",3,74,"JeffJo20","Joe Jefferson","J.Jefferson","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",27,3,1.77777777777778
"2756",2003,"PIT",2,59,"JackAl23","Alonzo Jackson","A.Jackson","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",18,2,1.77777777777778
"2757",2003,"SF",3,89,"WillAn20","Andrew Williams","A.Williams","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2758",2003,"PHI",4,131,"GreeJa20","Jamaal Green","J.Green","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2759",2003,"JAX",4,132,"ToefLa00","LaBrandon Toefield","L.Toefield","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",45,5,1.77777777777778
"2760",2003,"GB",5,147,"LeexJa21","James Lee","J.Lee","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2761",2004,"CHI",4,112,"JoexLe20","Leon Joe","L.Joe","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",36,4,1.77777777777778
"2762",2004,"NO",5,139,"LeisRo20","Rodney Leisle","R.Leisle","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",18,2,1.77777777777778
"2763",2004,"BAL",5,153,"GreeRo20","Roderick Green","R.Green","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",54,6,1.77777777777778
"2764",2006,"NE",2,36,"JackCh00","Chad Jackson","C.Jackson","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",18,2,1.77777777777778
"2765",2006,"KC",3,85,"CroyBr00","Brodie Croyle","B.Croyle","O","QB","QB","//*[@id=""passing""]/tfoot/tr[1]/td[30]","//*[@id=""passing""]/tfoot/tr[1]/td[4]",18,2,1.77777777777778
"2766",2007,"MIA",3,71,"BookLo00","Lorenzo Booker","L.Booker","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",36,4,1.77777777777778
"2767",2007,"NYG",3,81,"AlfoJa99","Jay Alford","J.Alford","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",36,4,1.77777777777778
"2768",2008,"DET",3,87,"FlueAn99","Andre Fluellen","A.Fluellen","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",81,9,1.77777777777778
"2769",2008,"WAS",4,124,"TryoJu99","Justin Tryon","J.Tryon","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",63,7,1.77777777777778
"2770",2008,"BUF",4,132,"FineDe00","Derek Fine","D.Fine","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",18,2,1.77777777777778
"2771",2008,"IND",5,161,"HowaMa99","Marcus Howard","M.Howard","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2772",2009,"NO",4,118,"ArnoSt99","Stanley Arnoux","S.Arnoux","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2773",2009,"CIN",6,179,"TrenMo99","Morgan Trent","M.Trent","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",36,4,1.77777777777778
"2774",2009,"CLE",6,195,"DaviJa03","James Davis","J.Davis","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",9,1,1.77777777777778
"2775",2010,"TEN",3,97,"CurrRe99","Rennie Curran","R.Curran","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2776",2010,"TB",7,217,"WatsDe99","Dekoda Watson","D.Watson","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",108,12,1.77777777777778
"2777",2011,"IND",4,119,"CartDe01","Delone Carter","D.Carter","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",27,3,1.77777777777778
"2778",2011,"HOU",7,254,"OzouCh00","Cheta Ozougwu","C.Ozougwu","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2779",2012,"SF",2,61,"JameLa00","LaMichael James","L.James","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",18,2,1.77777777777778
"2780",2012,"CHI",6,184,"FreyIs00","Isaiah Frey","I.Frey","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",27,3,1.77777777777778
"2781",2013,"JAX",4,101,"SandAc00","Ace Sanders","A.Sanders","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",27,3,1.77777777777778
"2782",2013,"DAL",6,185,"HollDe01","DeVonte Holloman","D.Holloman","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2783",2013,"CLE",7,217,"BryaAr00","Armonty Bryant","A.Bryant","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",36,4,1.77777777777778
"2784",2015,"NYJ",2,37,"SmitDe04","Devin Smith","D.Smith","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",18,2,1.77777777777778
"2785",2016,"TEN",2,33,"DoddKe00","Kevin Dodd","K.Dodd","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",18,2,1.77777777777778
"2786",2016,"SF",3,68,"RedmWi00","Will Redmond","W.Redmond","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",18,2,1.77777777777778
"2787",2016,"CLE",5,172,"HiggRa00","Rashard Higgins","R.Higgins","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",54,6,1.77777777777778
"2788",2016,"ARI",6,205,"MillHa00","Harlan Miller","H.Miller","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2789",2017,"PIT",3,94,"SuttCa00","Cameron Sutton","C.Sutton","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",36,4,1.77777777777778
"2790",2018,"NYG",5,139,"McInR.00","R.J. McIntosh","R.McIntosh","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",18,2,1.77777777777778
"2791",2018,"OAK",7,228,"AtemMa00","Marcell Ateman","M.Ateman","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",18,2,1.77777777777778
"2792",2018,"BAL",7,238,"SielZa00","Zach Sieler","Z.Sieler","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2793",2019,"NE",2,45,"WillJo13","Joejuan Williams","J.Williams","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2794",2019,"TB",4,107,"NelsAn01","Anthony Nelson","A.Nelson","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2795",2019,"DET",5,146,"OruwAm00","Amani Oruwariye","A.Oruwariye","D","DB","CB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2796",2019,"PIT",6,192,"BuggIs00","Isaiah Buggs","I.Buggs","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",9,1,1.77777777777778
"2797",2007,"TB",6,182,"HaywAd98","Adam Hayward","A.Hayward","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",118,13,1.76271186440678
"2798",2007,"SEA",5,161,"HerrWi99","Will Herring","W.Herring","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",109,12,1.76146788990826
"2799",2016,"CIN",7,245,"FejeCl00","Clayton Fejedelem","C.Fejedelem","D","DB","S","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",64,7,1.75
"2800",2001,"KC",4,107,"BeisMo20","Monty Beisel","M.Beisel","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",119,13,1.74789915966387
"2801",2011,"WAS",5,146,"GomeDe00","DeJon Gomes","D.Gomes","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",46,5,1.73913043478261
"2802",2012,"ARI",3,80,"FlemJa00","Jamell Fleming","J.Fleming","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",46,5,1.73913043478261
"2803",2001,"GB",6,198,"MartDa00","David Martin","D.Martin","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",120,13,1.73333333333333
"2804",2001,"SD",4,112,"PolkCa20","Carlos Polk","C.Polk","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",74,8,1.72972972972973
"2805",2003,"ATL",7,238,"VealDe20","Demetrin Veal","D.Veal","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",37,4,1.72972972972973
"2806",2006,"NYG",2,44,"MossSi00","Sinorice Moss","S.Moss","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",37,4,1.72972972972973
"2807",2009,"TEN",5,173,"RingJa00","Javon Ringer","J.Ringer","O","RB","RB","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[30]","//*[@id=""rushing_and_receiving""]/tfoot/tr/td[4]",37,4,1.72972972972973
"2808",2011,"NO",3,88,"PatrJo00","Johnny Patrick","J.Patrick","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",37,4,1.72972972972973
"2809",2012,"NE",6,197,"EbneNa00","Nate Ebner","N.Ebner","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",111,12,1.72972972972973
"2810",2017,"GB",3,93,"AdamMo00","Montravius Adams","M.Adams","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",37,4,1.72972972972973
"2811",2003,"DET",6,175,"KircDa00","David Kircus","D.Kircus","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",28,3,1.71428571428571
"2812",2004,"KC",2,36,"SiavJu20","Junior Siavii","J.Siavii","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",56,6,1.71428571428571
"2813",2007,"GB",5,157,"ClowDa00","David Clowney","D.Clowney","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",28,3,1.71428571428571
"2814",2010,"NE",5,150,"MeskZo99","Zoltan Mesko","Z.Mesko","S","P","P","//*[@id=""kicking""]/tfoot/tr/td[33]","//*[@id=""kicking""]/tfoot/tr/td[4]",56,6,1.71428571428571
"2815",2011,"KC",6,199,"PoweJe00","Jerrell Powe","J.Powe","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",28,3,1.71428571428571
"2816",2013,"DET",6,171,"FullCo00","Corey Fuller","C.Fuller","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",28,3,1.71428571428571
"2817",2016,"JAX",4,103,"DayxSh00","Sheldon Day","S.Day","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",56,6,1.71428571428571
"2818",2017,"JAX",5,148,"BrowBl00","Blair Brown","B.Brown","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",28,3,1.71428571428571
"2819",2002,"MIN",3,70,"OffoWi20","Willie Offord","W.Offord","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",47,5,1.70212765957447
"2820",2011,"PHI",2,54,"JarrJa00","Jaiquawn Jarrett","J.Jarrett","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",47,5,1.70212765957447
"2821",2012,"CLE",7,245,"WadeTr00","Trevin Wade","T.Wade","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",47,5,1.70212765957447
"2822",2013,"SD",6,179,"WillTo00","Tourek Williams","T.Williams","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",47,5,1.70212765957447
"2823",2001,"TB",7,234,"TafoJo20","Joe Tafoya","J.Tafoya","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",76,8,1.68421052631579
"2824",2004,"SF",6,198,"LewiKe20","Keith Lewis","K.Lewis","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",76,8,1.68421052631579
"2825",2005,"SF",6,205,"JohnDe24","Derrick Johnson","D.Johnson","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",19,2,1.68421052631579
"2826",2006,"MIA",7,212,"EvanFr21","Fred Evans","F.Evans","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",95,10,1.68421052631579
"2827",2009,"WAS",5,158,"GlenCo99","Cody Glenn","C.Glenn","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",19,2,1.68421052631579
"2828",2012,"MIN",7,210,"ColeAu00","Audie Cole","A.Cole","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",57,6,1.68421052631579
"2829",2014,"CHI",4,131,"VereBr00","Brock Vereen","B.Vereen","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",19,2,1.68421052631579
"2830",2018,"BUF",3,96,"PhilHa00","Harrison Phillips","H.Phillips","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",19,2,1.68421052631579
"2831",2001,"MIA",1,26,"FletJa20","Jamar Fletcher","J.Fletcher","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",105,11,1.67619047619048
"2832",2005,"TB",7,231,"AbduHa20","Hamza Abdullah","H.Abdullah","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",48,5,1.66666666666667
"2833",2009,"BUF",1,11,"MaybAa99","Aaron Maybin","A.Maybin","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",48,5,1.66666666666667
"2834",2000,"BUF",1,26,"FlowEr20","Erik Flowers","E.Flowers","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",58,6,1.6551724137931
"2835",2001,"CAR",5,143,"CoopJa20","Jarrod Cooper","J.Cooper","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",87,9,1.6551724137931
"2836",2004,"NYJ",3,76,"StraDe20","Derrick Strait","D.Strait","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",29,3,1.6551724137931
"2837",2004,"TEN",4,103,"SchoBo20","Bo Schobel","B.Schobel","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",29,3,1.6551724137931
"2838",2009,"BAL",5,137,"PhilJa99","Jason Phillips","J.Phillips","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",29,3,1.6551724137931
"2839",2010,"CIN",3,96,"GheeBr99","Brandon Ghee","B.Ghee","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",29,3,1.6551724137931
"2840",2013,"KC",7,207,"CataMi00","Mike Catapano","M.Catapano","D","DL","DE","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",29,3,1.6551724137931
"2841",2015,"BAL",2,55,"WillMa04","Maxx Williams","M.Williams","O","TE","TE","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",58,6,1.6551724137931
"2842",2015,"DEN",6,203,"KilgDa01","Darius Kilgo","D.Kilgo","D","DL","NT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",29,3,1.6551724137931
"2843",2002,"CAR",4,100,"WeslDa20","Dante Wesley","D.Wesley","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",107,11,1.64485981308411
"2844",2004,"NE",4,113,"ReidDe20","Dexter Reid","D.Reid","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",39,4,1.64102564102564
"2845",2017,"BUF",6,195,"VallTa00","Tanner Vallejo","T.Vallejo","D","LB","LB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",39,4,1.64102564102564
"2846",2004,"SEA",6,189,"TerrCr20","Craig Terrill","C.Terrill","D","DL","DT","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",88,9,1.63636363636364
"2847",2011,"SF",6,190,"JoneCo01","Colin Jones","C.Jones","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",137,14,1.63503649635036
"2848",2003,"PHI",3,95,"McMuBi00","Billy McMullen","B.McMullen","O","WR","WR","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[30]","//*[@id=""receiving_and_rushing""]/tfoot/tr[1]/td[4]",49,5,1.63265306122449
"2849",2009,"BUF",7,220,"LankEl99","Ellis Lankster","E.Lankster","D","DB","DB","//*[@id=""defense""]/tfoot/tr[1]/td[23]","//*[@id=""defense""]/tfoot/tr[1]/td[4]",49,5,1.63265306122449
